
TEST CASES
case	firstName	lastName	email	gender	mobileNumber	dateOfBirth	hobbiesSports	hobbiesReading	hobbiesMusic	fileType	location	address	pairings
1	Lewies Thor	Thor	lewiesthor@gmail.com	M	91239123	17061995	TRUE	TRUE	TRUE	txt	WEST	test address blk 1 #01-01	66
2	empty	empty	lewiesthor	F	91239123	17062050	FALSE	FALSE	FALSE	img	EAST	91239123	66
3	1234	4321	lewiesthor	empty	9123912	17061850	TRUE	FALSE	TRUE	pdf	WEST	!@#$!@#$	62
4	!@#$	$#@!	lewiesthor@gmail.com	M	9123912	19950617	FALSE	TRUE	FALSE	empty	EAST	empty	60
5	empty	4321	lewiesthor@gmail	F	912391234	17061995	TRUE	TRUE	FALSE	empty	SOUTH	test address blk 1 #01-01	53
6	Lewies Thor	$#@!	@gmail.com	empty	912391234	17062050	FALSE	TRUE	TRUE	pdf	NORTH	91239123	53
7	!@#$	Thor	@gmail.com	M	text	17061850	FALSE	FALSE	FALSE	img	SOUTH	!@#$!@#$	49
8	1234	empty	lewiesthor@gmail	F	text	19950617	TRUE	FALSE	TRUE	txt	NORTH	empty	49
9	1234	$#@!	empty	empty	!@#$	empty	TRUE	TRUE	FALSE	img	CENTRAL	test address blk 1 #01-01	52
10	!@#$	empty	empty	M	!@#$	17061995	FALSE	FALSE	TRUE	pdf	empty	91239123	43
11	Lewies Thor	empty	lewiesthor@gmail.com	F	empty	empty	FALSE	FALSE	TRUE	empty	CENTRAL	!@#$!@#$	44
12	1234	Thor	lewiesthor	empty	empty	17062050	FALSE	TRUE	FALSE	txt	empty	test address blk 1 #01-01	34
13	!@#$	4321	lewiesthor@gmail	M	912391234	17062050	FALSE	FALSE	TRUE	img	WEST	empty	28
14	empty	$#@!	@gmail.com	empty	text	17061995	TRUE	TRUE	TRUE	pdf	EAST	!@#$!@#$	27
15	empty	Thor	@gmail.com	F	empty	19950617	TRUE	~FALSE	FALSE	pdf	WEST	empty	26
16	Lewies Thor	$#@!	empty	F	91239123	17061850	~FALSE	TRUE	FALSE	txt	SOUTH	empty	25
17	!@#$	4321	lewiesthor@gmail.com	empty	91239123	empty	TRUE	~FALSE	FALSE	empty	NORTH	91239123	24
18	Lewies Thor	empty	lewiesthor	M	9123912	empty	~TRUE	TRUE	TRUE	pdf	SOUTH	test address blk 1 #01-01	18
19	empty	Thor	lewiesthor@gmail	F	9123912	17061850	TRUE	~TRUE	~TRUE	empty	empty	91239123	20
20	Lewies Thor	4321	lewiesthor@gmail	empty	!@#$	19950617	~FALSE	~TRUE	~FALSE	img	NORTH	!@#$!@#$	18
21	1234	Thor	empty	M	!@#$	17062050	TRUE	FALSE	~TRUE	empty	EAST	test address blk 1 #01-01	16
22	!@#$	$#@!	lewiesthor	M	empty	17061995	~TRUE	FALSE	~TRUE	txt	CENTRAL	empty	17
23	empty	empty	@gmail.com	M	912391234	empty	~FALSE	~TRUE	~FALSE	txt	CENTRAL	!@#$!@#$	15
24	1234	4321	lewiesthor@gmail.com	empty	text	empty	~FALSE	~TRUE	~FALSE	img	empty	empty	13
25	!@#$	empty	@gmail.com	F	!@#$	17061850	~FALSE	~TRUE	~FALSE	txt	WEST	test address blk 1 #01-01	11
26	1234	4321	@gmail.com	~M	91239123	19950617	~TRUE	~FALSE	~TRUE	txt	empty	91239123	12
27	empty	4321	empty	M	empty	17061995	~FALSE	~FALSE	~TRUE	img	NORTH	test address blk 1 #01-01	12
28	Lewies Thor	empty	empty	empty	text	17062050	~TRUE	~FALSE	~FALSE	empty	WEST	!@#$!@#$	10
29	1234	Thor	lewiesthor@gmail.com	~F	912391234	17061850	~TRUE	~FALSE	~FALSE	pdf	EAST	~91239123	8
30	1234	$#@!	lewiesthor@gmail	~F	9123912	17061995	~FALSE	~FALSE	~FALSE	pdf	CENTRAL	91239123	8
31	empty	~$#@!	lewiesthor@gmail.com	empty	empty	19950617	~TRUE	~TRUE	~TRUE	~img	SOUTH	91239123	7
32	Lewies Thor	Thor	lewiesthor@gmail	~empty	91239123	empty	~FALSE	~FALSE	~TRUE	txt	EAST	!@#$!@#$	8
33	~!@#$	Thor	lewiesthor	~F	9123912	19950617	~FALSE	~TRUE	~TRUE	empty	NORTH	test address blk 1 #01-01	6
34	empty	~empty	lewiesthor@gmail.com	~empty	!@#$	17062050	~TRUE	~FALSE	~FALSE	~txt	SOUTH	empty	6
35	Lewies Thor	$#@!	empty	~F	912391234	19950617	~TRUE	~TRUE	~FALSE	~img	empty	!@#$!@#$	7
36	~Lewies Thor	4321	lewiesthor	~M	text	17061850	~FALSE	~TRUE	~TRUE	~empty	CENTRAL	91239123	5
37	~1234	$#@!	@gmail.com	~empty	9123912	empty	~FALSE	~FALSE	~FALSE	empty	WEST	91239123	5
38	~!@#$	4321	lewiesthor@gmail	~empty	empty	17061850	~TRUE	~TRUE	~FALSE	~pdf	EAST	~test address blk 1 #01-01	4
39	~!@#$	Thor	empty	~empty	9123912	17062050	~TRUE	~TRUE	~TRUE	img	CENTRAL	~empty	5
40	~1234	~empty	~@gmail.com	~M	91239123	19950617	~FALSE	~FALSE	~TRUE	pdf	CENTRAL	~test address blk 1 #01-01	3
41	~empty	~$#@!	lewiesthor	~M	912391234	17061850	~TRUE	~FALSE	~FALSE	~txt	NORTH	~empty	2
42	1234	~4321	lewiesthor	~F	!@#$	~17061995	~FALSE	~TRUE	~TRUE	~empty	SOUTH	~!@#$!@#$	2
43	~empty	~$#@!	~empty	~F	text	~empty	~FALSE	~FALSE	~TRUE	~pdf	~WEST	test address blk 1 #01-01	1
44	~Lewies Thor	~4321	~@gmail.com	~empty	9123912	~17061995	~TRUE	~TRUE	~FALSE	txt	~SOUTH	~empty	1

PAIRING DETAILS
var1	var2	value1	value2	appearances	cases
dateOfBirth	hobbiesMusic	17061995	FALSE	3	5, 30, 44
dateOfBirth	hobbiesMusic	17062050	TRUE	4	6, 13, 21, 39
dateOfBirth	hobbiesMusic	17062050	FALSE	4	2, 12, 28, 34
dateOfBirth	hobbiesMusic	17061850	TRUE	3	3, 19, 36
dateOfBirth	hobbiesMusic	17061850	FALSE	6	7, 16, 25, 29, 38, 41
dateOfBirth	hobbiesMusic	19950617	TRUE	5	8, 26, 31, 33, 40
dateOfBirth	hobbiesMusic	19950617	FALSE	4	4, 15, 20, 35
dateOfBirth	hobbiesMusic	empty	TRUE	4	11, 18, 32, 43
dateOfBirth	hobbiesMusic	empty	FALSE	5	9, 17, 23, 24, 37
firstName	lastName	Lewies Thor	Thor	2	1, 32
firstName	lastName	Lewies Thor	empty	3	11, 18, 28
firstName	lastName	Lewies Thor	4321	3	20, 36, 44
firstName	lastName	Lewies Thor	$#@!	3	6, 16, 35
firstName	lastName	empty	Thor	2	15, 19
firstName	lastName	empty	empty	3	2, 23, 34
firstName	lastName	empty	4321	2	5, 27
firstName	lastName	empty	$#@!	4	14, 31, 41, 43
firstName	lastName	1234	Thor	3	12, 21, 29
firstName	lastName	1234	empty	2	8, 40
firstName	lastName	1234	4321	4	3, 24, 26, 42
firstName	lastName	1234	$#@!	3	9, 30, 37
firstName	lastName	!@#$	Thor	3	7, 33, 39
firstName	lastName	!@#$	empty	2	10, 25
firstName	lastName	!@#$	4321	3	13, 17, 38
firstName	lastName	!@#$	$#@!	2	4, 22
firstName	fileType	Lewies Thor	txt	4	1, 16, 32, 44
firstName	fileType	Lewies Thor	img	2	20, 35
firstName	fileType	Lewies Thor	pdf	2	6, 18
firstName	fileType	Lewies Thor	empty	3	11, 28, 36
firstName	fileType	empty	txt	3	23, 34, 41
firstName	fileType	empty	img	3	2, 27, 31
firstName	fileType	empty	pdf	3	14, 15, 43
firstName	fileType	empty	empty	2	5, 19
firstName	fileType	1234	txt	3	8, 12, 26
firstName	fileType	1234	img	2	9, 24
firstName	fileType	1234	pdf	4	3, 29, 30, 40
firstName	fileType	1234	empty	3	21, 37, 42
firstName	fileType	!@#$	txt	2	22, 25
firstName	fileType	!@#$	img	3	7, 13, 39
firstName	fileType	!@#$	pdf	2	10, 38
firstName	fileType	!@#$	empty	3	4, 17, 33
firstName	address	Lewies Thor	test address blk 1 #01-01	2	1, 18
firstName	address	Lewies Thor	91239123	2	6, 36
firstName	address	Lewies Thor	!@#$!@#$	5	11, 20, 28, 32, 35
firstName	address	Lewies Thor	empty	2	16, 44
firstName	address	empty	test address blk 1 #01-01	3	5, 27, 43
firstName	address	empty	91239123	3	2, 19, 31
firstName	address	empty	!@#$!@#$	2	14, 23
firstName	address	empty	empty	3	15, 34, 41
firstName	address	1234	test address blk 1 #01-01	4	9, 12, 21, 40
firstName	address	1234	91239123	4	26, 29, 30, 37
firstName	address	1234	!@#$!@#$	2	3, 42
firstName	address	1234	empty	2	8, 24
firstName	address	!@#$	test address blk 1 #01-01	3	25, 33, 38
firstName	address	!@#$	91239123	2	10, 17
firstName	address	!@#$	!@#$!@#$	1	7
firstName	address	!@#$	empty	4	4, 13, 22, 39
firstName	gender	Lewies Thor	M	3	1, 18, 36
firstName	gender	Lewies Thor	F	3	11, 16, 35
firstName	gender	Lewies Thor	empty	5	6, 20, 28, 32, 44
firstName	gender	empty	M	3	23, 27, 41
firstName	gender	empty	F	5	2, 5, 15, 19, 43
firstName	gender	empty	empty	3	14, 31, 34
firstName	gender	1234	M	3	21, 26, 40
firstName	gender	1234	F	4	8, 29, 30, 42
firstName	gender	1234	empty	5	3, 9, 12, 24, 37
firstName	gender	!@#$	M	5	4, 7, 10, 13, 22
firstName	gender	!@#$	F	2	25, 33
firstName	gender	!@#$	empty	3	17, 38, 39
firstName	hobbiesSports	Lewies Thor	TRUE	5	1, 18, 28, 35, 44
firstName	hobbiesSports	Lewies Thor	FALSE	6	6, 11, 16, 20, 32, 36
firstName	hobbiesSports	empty	TRUE	7	5, 14, 15, 19, 31, 34, 41
firstName	hobbiesSports	empty	FALSE	4	2, 23, 27, 43
firstName	hobbiesSports	1234	TRUE	6	3, 8, 9, 21, 26, 29
firstName	hobbiesSports	1234	FALSE	6	12, 24, 30, 37, 40, 42
firstName	hobbiesSports	!@#$	TRUE	4	17, 22, 38, 39
firstName	hobbiesSports	!@#$	FALSE	6	4, 7, 10, 13, 25, 33
firstName	hobbiesReading	Lewies Thor	TRUE	8	1, 6, 16, 18, 20, 35, 36, 44
firstName	hobbiesReading	Lewies Thor	FALSE	3	11, 28, 32
firstName	hobbiesReading	empty	TRUE	5	5, 14, 19, 23, 31
firstName	hobbiesReading	empty	FALSE	6	2, 15, 27, 34, 41, 43
firstName	hobbiesReading	1234	TRUE	4	9, 12, 24, 42
firstName	hobbiesReading	1234	FALSE	8	3, 8, 21, 26, 29, 30, 37, 40
firstName	hobbiesReading	!@#$	TRUE	5	4, 25, 33, 38, 39
firstName	hobbiesReading	!@#$	FALSE	5	7, 10, 13, 17, 22
firstName	hobbiesMusic	Lewies Thor	TRUE	6	1, 6, 11, 18, 32, 36
firstName	hobbiesMusic	Lewies Thor	FALSE	5	16, 20, 28, 35, 44
firstName	hobbiesMusic	empty	TRUE	5	14, 19, 27, 31, 43
firstName	hobbiesMusic	empty	FALSE	6	2, 5, 15, 23, 34, 41
firstName	hobbiesMusic	1234	TRUE	6	3, 8, 21, 26, 40, 42
firstName	hobbiesMusic	1234	FALSE	6	9, 12, 24, 29, 30, 37
firstName	hobbiesMusic	!@#$	TRUE	5	10, 13, 22, 33, 39
firstName	hobbiesMusic	!@#$	FALSE	5	4, 7, 17, 25, 38
lastName	fileType	Thor	txt	3	1, 12, 32
lastName	fileType	Thor	img	2	7, 39
lastName	fileType	Thor	pdf	2	15, 29
lastName	fileType	Thor	empty	3	19, 21, 33
lastName	fileType	empty	txt	4	8, 23, 25, 34
lastName	fileType	empty	img	1	2
lastName	fileType	empty	pdf	3	10, 18, 40
lastName	fileType	empty	empty	2	11, 28
lastName	fileType	4321	txt	2	26, 44
lastName	fileType	4321	img	4	13, 20, 24, 27
lastName	fileType	4321	pdf	2	3, 38
lastName	fileType	4321	empty	4	5, 17, 36, 42
lastName	fileType	$#@!	txt	3	16, 22, 41
lastName	fileType	$#@!	img	3	9, 31, 35
lastName	fileType	$#@!	pdf	4	6, 14, 30, 43
lastName	fileType	$#@!	empty	2	4, 37
lastName	address	Thor	test address blk 1 #01-01	4	1, 12, 21, 33
lastName	address	Thor	91239123	2	19, 29
lastName	address	Thor	!@#$!@#$	2	7, 32
lastName	address	Thor	empty	2	15, 39
lastName	address	empty	test address blk 1 #01-01	3	18, 25, 40
lastName	address	empty	91239123	2	2, 10
lastName	address	empty	!@#$!@#$	3	11, 23, 28
lastName	address	empty	empty	2	8, 34
lastName	address	4321	test address blk 1 #01-01	3	5, 27, 38
lastName	address	4321	91239123	3	17, 26, 36
lastName	address	4321	!@#$!@#$	3	3, 20, 42
lastName	address	4321	empty	3	13, 24, 44
lastName	address	$#@!	test address blk 1 #01-01	2	9, 43
lastName	address	$#@!	91239123	4	6, 30, 31, 37
lastName	address	$#@!	!@#$!@#$	2	14, 35
lastName	address	$#@!	empty	4	4, 16, 22, 41
lastName	gender	Thor	M	3	1, 7, 21
lastName	gender	Thor	F	4	15, 19, 29, 33
lastName	gender	Thor	empty	3	12, 32, 39
lastName	gender	empty	M	4	10, 18, 23, 40
lastName	gender	empty	F	4	2, 8, 11, 25
lastName	gender	empty	empty	2	28, 34
lastName	gender	4321	M	4	13, 26, 27, 36
lastName	gender	4321	F	2	5, 42
lastName	gender	4321	empty	6	3, 17, 20, 24, 38, 44
lastName	gender	$#@!	M	3	4, 22, 41
lastName	gender	$#@!	F	4	16, 30, 35, 43
lastName	gender	$#@!	empty	5	6, 9, 14, 31, 37
lastName	hobbiesSports	Thor	TRUE	6	1, 15, 19, 21, 29, 39
lastName	hobbiesSports	Thor	FALSE	4	7, 12, 32, 33
lastName	hobbiesSports	empty	TRUE	4	8, 18, 28, 34
lastName	hobbiesSports	empty	FALSE	6	2, 10, 11, 23, 25, 40
lastName	hobbiesSports	4321	TRUE	6	3, 5, 17, 26, 38, 44
lastName	hobbiesSports	4321	FALSE	6	13, 20, 24, 27, 36, 42
lastName	hobbiesSports	$#@!	TRUE	6	9, 14, 22, 31, 35, 41
lastName	hobbiesSports	$#@!	FALSE	6	4, 6, 16, 30, 37, 43
lastName	hobbiesReading	Thor	TRUE	5	1, 12, 19, 33, 39
lastName	hobbiesReading	Thor	FALSE	5	7, 15, 21, 29, 32
lastName	hobbiesReading	empty	TRUE	3	18, 23, 25
lastName	hobbiesReading	empty	FALSE	7	2, 8, 10, 11, 28, 34, 40
lastName	hobbiesReading	4321	TRUE	7	5, 20, 24, 36, 38, 42, 44
lastName	hobbiesReading	4321	FALSE	5	3, 13, 17, 26, 27
lastName	hobbiesReading	$#@!	TRUE	7	4, 6, 9, 14, 16, 31, 35
lastName	hobbiesReading	$#@!	FALSE	5	22, 30, 37, 41, 43
lastName	hobbiesMusic	Thor	TRUE	6	1, 19, 21, 32, 33, 39
lastName	hobbiesMusic	Thor	FALSE	4	7, 12, 15, 29
lastName	hobbiesMusic	empty	TRUE	5	8, 10, 11, 18, 40
lastName	hobbiesMusic	empty	FALSE	5	2, 23, 25, 28, 34
lastName	hobbiesMusic	4321	TRUE	6	3, 13, 26, 27, 36, 42
lastName	hobbiesMusic	4321	FALSE	6	5, 17, 20, 24, 38, 44
lastName	hobbiesMusic	$#@!	TRUE	5	6, 14, 22, 31, 43
lastName	hobbiesMusic	$#@!	FALSE	7	4, 9, 16, 30, 35, 37, 41
fileType	address	txt	test address blk 1 #01-01	3	1, 12, 25
fileType	address	txt	91239123	1	26
fileType	address	txt	!@#$!@#$	2	23, 32
fileType	address	txt	empty	6	8, 16, 22, 34, 41, 44
fileType	address	img	test address blk 1 #01-01	2	9, 27
fileType	address	img	91239123	2	2, 31
fileType	address	img	!@#$!@#$	3	7, 20, 35
fileType	address	img	empty	3	13, 24, 39
fileType	address	pdf	test address blk 1 #01-01	4	18, 38, 40, 43
fileType	address	pdf	91239123	4	6, 10, 29, 30
fileType	address	pdf	!@#$!@#$	2	3, 14
fileType	address	pdf	empty	1	15
fileType	address	empty	test address blk 1 #01-01	3	5, 21, 33
fileType	address	empty	91239123	4	17, 19, 36, 37
fileType	address	empty	!@#$!@#$	3	11, 28, 42
fileType	address	empty	empty	1	4
fileType	gender	txt	M	5	1, 22, 23, 26, 41
fileType	gender	txt	F	3	8, 16, 25
fileType	gender	txt	empty	4	12, 32, 34, 44
fileType	gender	img	M	3	7, 13, 27
fileType	gender	img	F	2	2, 35
fileType	gender	img	empty	5	9, 20, 24, 31, 39
fileType	gender	pdf	M	3	10, 18, 40
fileType	gender	pdf	F	4	15, 29, 30, 43
fileType	gender	pdf	empty	4	3, 6, 14, 38
fileType	gender	empty	M	3	4, 21, 36
fileType	gender	empty	F	5	5, 11, 19, 33, 42
fileType	gender	empty	empty	3	17, 28, 37
fileType	hobbiesSports	txt	TRUE	7	1, 8, 22, 26, 34, 41, 44
fileType	hobbiesSports	txt	FALSE	5	12, 16, 23, 25, 32
fileType	hobbiesSports	img	TRUE	4	9, 31, 35, 39
fileType	hobbiesSports	img	FALSE	6	2, 7, 13, 20, 24, 27
fileType	hobbiesSports	pdf	TRUE	6	3, 14, 15, 18, 29, 38
fileType	hobbiesSports	pdf	FALSE	5	6, 10, 30, 40, 43
fileType	hobbiesSports	empty	TRUE	5	5, 17, 19, 21, 28
fileType	hobbiesSports	empty	FALSE	6	4, 11, 33, 36, 37, 42
fileType	hobbiesReading	txt	TRUE	6	1, 12, 16, 23, 25, 44
fileType	hobbiesReading	txt	FALSE	6	8, 22, 26, 32, 34, 41
fileType	hobbiesReading	img	TRUE	6	9, 20, 24, 31, 35, 39
fileType	hobbiesReading	img	FALSE	4	2, 7, 13, 27
fileType	hobbiesReading	pdf	TRUE	4	6, 14, 18, 38
fileType	hobbiesReading	pdf	FALSE	7	3, 10, 15, 29, 30, 40, 43
fileType	hobbiesReading	empty	TRUE	6	4, 5, 19, 33, 36, 42
fileType	hobbiesReading	empty	FALSE	5	11, 17, 21, 28, 37
fileType	hobbiesMusic	txt	TRUE	5	1, 8, 22, 26, 32
fileType	hobbiesMusic	txt	FALSE	7	12, 16, 23, 25, 34, 41, 44
fileType	hobbiesMusic	img	TRUE	4	13, 27, 31, 39
fileType	hobbiesMusic	img	FALSE	6	2, 7, 9, 20, 24, 35
fileType	hobbiesMusic	pdf	TRUE	7	3, 6, 10, 14, 18, 40, 43
fileType	hobbiesMusic	pdf	FALSE	4	15, 29, 30, 38
fileType	hobbiesMusic	empty	TRUE	6	11, 19, 21, 33, 36, 42
fileType	hobbiesMusic	empty	FALSE	5	4, 5, 17, 28, 37
address	gender	test address blk 1 #01-01	M	5	1, 18, 21, 27, 40
address	gender	test address blk 1 #01-01	F	4	5, 25, 33, 43
address	gender	test address blk 1 #01-01	empty	3	9, 12, 38
address	gender	91239123	M	3	10, 26, 36
address	gender	91239123	F	4	2, 19, 29, 30
address	gender	91239123	empty	4	6, 17, 31, 37
address	gender	!@#$!@#$	M	2	7, 23
address	gender	!@#$!@#$	F	3	11, 35, 42
address	gender	!@#$!@#$	empty	5	3, 14, 20, 28, 32
address	gender	empty	M	4	4, 13, 22, 41
address	gender	empty	F	3	8, 15, 16
address	gender	empty	empty	4	24, 34, 39, 44
address	hobbiesSports	test address blk 1 #01-01	TRUE	6	1, 5, 9, 18, 21, 38
address	hobbiesSports	test address blk 1 #01-01	FALSE	6	12, 25, 27, 33, 40, 43
address	hobbiesSports	91239123	TRUE	5	17, 19, 26, 29, 31
address	hobbiesSports	91239123	FALSE	6	2, 6, 10, 30, 36, 37
address	hobbiesSports	!@#$!@#$	TRUE	4	3, 14, 28, 35
address	hobbiesSports	!@#$!@#$	FALSE	6	7, 11, 20, 23, 32, 42
address	hobbiesSports	empty	TRUE	7	8, 15, 22, 34, 39, 41, 44
address	hobbiesSports	empty	FALSE	4	4, 13, 16, 24
address	hobbiesReading	test address blk 1 #01-01	TRUE	8	1, 5, 9, 12, 18, 25, 33, 38
address	hobbiesReading	test address blk 1 #01-01	FALSE	4	21, 27, 40, 43
address	hobbiesReading	91239123	TRUE	4	6, 19, 31, 36
address	hobbiesReading	91239123	FALSE	7	2, 10, 17, 26, 29, 30, 37
address	hobbiesReading	!@#$!@#$	TRUE	5	14, 20, 23, 35, 42
address	hobbiesReading	!@#$!@#$	FALSE	5	3, 7, 11, 28, 32
address	hobbiesReading	empty	TRUE	5	4, 16, 24, 39, 44
address	hobbiesReading	empty	FALSE	6	8, 13, 15, 22, 34, 41
address	hobbiesMusic	test address blk 1 #01-01	TRUE	7	1, 18, 21, 27, 33, 40, 43
address	hobbiesMusic	test address blk 1 #01-01	FALSE	5	5, 9, 12, 25, 38
address	hobbiesMusic	91239123	TRUE	6	6, 10, 19, 26, 31, 36
address	hobbiesMusic	91239123	FALSE	5	2, 17, 29, 30, 37
address	hobbiesMusic	!@#$!@#$	TRUE	5	3, 11, 14, 32, 42
address	hobbiesMusic	!@#$!@#$	FALSE	5	7, 20, 23, 28, 35
address	hobbiesMusic	empty	TRUE	4	8, 13, 22, 39
address	hobbiesMusic	empty	FALSE	7	4, 15, 16, 24, 34, 41, 44
gender	hobbiesSports	M	TRUE	6	1, 18, 21, 22, 26, 41
gender	hobbiesSports	M	FALSE	8	4, 7, 10, 13, 23, 27, 36, 40
gender	hobbiesSports	F	TRUE	6	5, 8, 15, 19, 29, 35
gender	hobbiesSports	F	FALSE	8	2, 11, 16, 25, 30, 33, 42, 43
gender	hobbiesSports	empty	TRUE	10	3, 9, 14, 17, 28, 31, 34, 38, 39, 44
gender	hobbiesSports	empty	FALSE	6	6, 12, 20, 24, 32, 37
gender	hobbiesReading	M	TRUE	5	1, 4, 18, 23, 36
gender	hobbiesReading	M	FALSE	9	7, 10, 13, 21, 22, 26, 27, 40, 41
gender	hobbiesReading	F	TRUE	7	5, 16, 19, 25, 33, 35, 42
gender	hobbiesReading	F	FALSE	7	2, 8, 11, 15, 29, 30, 43
gender	hobbiesReading	empty	TRUE	10	6, 9, 12, 14, 20, 24, 31, 38, 39, 44
gender	hobbiesReading	empty	FALSE	6	3, 17, 28, 32, 34, 37
gender	hobbiesMusic	M	TRUE	10	1, 10, 13, 18, 21, 22, 26, 27, 36, 40
gender	hobbiesMusic	M	FALSE	4	4, 7, 23, 41
gender	hobbiesMusic	F	TRUE	6	8, 11, 19, 33, 42, 43
gender	hobbiesMusic	F	FALSE	8	2, 5, 15, 16, 25, 29, 30, 35
gender	hobbiesMusic	empty	TRUE	6	3, 6, 14, 31, 32, 39
gender	hobbiesMusic	empty	FALSE	10	9, 12, 17, 20, 24, 28, 34, 37, 38, 44
hobbiesSports	hobbiesReading	TRUE	TRUE	11	1, 5, 9, 14, 18, 19, 31, 35, 38, 39, 44
hobbiesSports	hobbiesReading	TRUE	FALSE	11	3, 8, 15, 17, 21, 22, 26, 28, 29, 34, 41
hobbiesSports	hobbiesReading	FALSE	TRUE	11	4, 6, 12, 16, 20, 23, 24, 25, 33, 36, 42
hobbiesSports	hobbiesReading	FALSE	FALSE	11	2, 7, 10, 11, 13, 27, 30, 32, 37, 40, 43
hobbiesSports	hobbiesMusic	TRUE	TRUE	11	1, 3, 8, 14, 18, 19, 21, 22, 26, 31, 39
hobbiesSports	hobbiesMusic	TRUE	FALSE	11	5, 9, 15, 17, 28, 29, 34, 35, 38, 41, 44
hobbiesSports	hobbiesMusic	FALSE	TRUE	11	6, 10, 11, 13, 27, 32, 33, 36, 40, 42, 43
hobbiesSports	hobbiesMusic	FALSE	FALSE	11	2, 4, 7, 12, 16, 20, 23, 24, 25, 30, 37
hobbiesReading	hobbiesMusic	TRUE	TRUE	10	1, 6, 14, 18, 19, 31, 33, 36, 39, 42
hobbiesReading	hobbiesMusic	TRUE	FALSE	12	4, 5, 9, 12, 16, 20, 23, 24, 25, 35, 38, 44
hobbiesReading	hobbiesMusic	FALSE	TRUE	12	3, 8, 10, 11, 13, 21, 22, 26, 27, 32, 40, 43
hobbiesReading	hobbiesMusic	FALSE	FALSE	10	2, 7, 15, 17, 28, 29, 30, 34, 37, 41
